Citation	Law	CasePText	CaseName	Goals: diversity of topcs, (locally) semantic similarity beyond lexical matches
Art. 3 OHG	 Opferhilfe wird gewährt, wenn die Straftat in der Schweiz begangen worden ist.       Ist die Straftat im Ausland begangen worden, so werden die Leistungen der Beratungsstellen unter den in diesem Gesetz genannten besonderen Bedingungen gewährt (Art. 17); Entschädigungen und Genugtuungen werden keine gewährt.      	 Das Sozialversicherungsgericht wies die Beschwerde am 5. Juli 2001 ab. Es hielt die mit der Beschwerde erfolgte Ausdehnung des Anfechtungsgegenstands zwar für zulässig, verneinte aber generell einen Anspruch des Opfers der Straftat nach dem Opferhilfegesetz.  	1A.128/2001 18.01.2002
Art. 68 BGG	 Das Bundesgericht bestimmt im Urteil, ob und in welchem Mass die Kosten der obsiegenden Partei von der unterliegenden zu ersetzen sind.       Die unterliegende Partei wird in der Regel verpflichtet, der obsiegenden Partei nach Massgabe des Tarifs des Bundesgerichts alle durch den Rechtsstreit verursachten notwendigen Kosten zu ersetzen.              	 Was den Kostenentscheid in bundesgerichtlichen Verfahren anbelangt, so ergeht dieser von Amtes wegen zusammen mit der Entscheidung des Gerichtes; ein Antrag ist nicht nötig. Von daher erscheint fraglich, ob Art. 121 Bst. c BGG für Parteianträge zu den Prozesskosten überhaupt relevant ist. Gemäss Art. 12 dieses Reglements legt das Bundesgericht die Vergütung auf Grund der Akten als Gesamtbetrag fest, in dem auch die Mehrwertsteuer enthalten ist (Absatz 1). Es kann eine Kostennote eingereicht werden (Absatz 2).   	5F_37/2020 01.03.2021
Art. 66 Abs. 5 BGG	 Mehrere Personen haben die ihnen gemeinsam auferlegten Gerichtskosten, wenn nichts anderes bestimmt ist, zu gleichen Teilen und unter solidarischer Haftung zu tragen.      	 Das Urteil vom 21. Oktober 2020 hätte im Kostenpunkt somit anders ausfallen müssen, womit der Revisionsgrund von Art. 121 Bst. d BGG gegeben, das Revisionsgesuch gutzuheissen und das Urteil 5A_89/2020 vom 21. Oktober 2020 im Sinne des Eventualbegehrens (s. Sachverhalt Bst. D.a) dahingehend zu ergänzen ist (vgl. ##C##), dass den Gesuchstellern für das bundesgerichtliche Beschwerdeverfahren gestützt auf ##C##   zu Lasten der Gesuchsgegner eine Parteientschädigung zuzusprechen ist. Entsprechend den eingereichten Kostennoten kann diese Entschädigung auf Fr. 7'168.55 errechnet werden.    	5F_37/2020 01.03.2021
Art. 28 Abs. 1 IVG	 Anspruch auf eine Rente haben Versicherte, die: a. ihre Erwerbsfähigkeit oder die Fähigkeit, sich im Aufgabenbereich zu betätigen, nicht durch zumutbare Eingliederungsmassnahmen wieder herstellen, erhalten oder verbessern können; b. während eines Jahres ohne wesentlichen Unterbruch durchschnittlich mindestens 40 Prozent arbeitsunfähig      	 Die Vorinstanz legt folgende Rechtsgrundlagen zutreffend dar: ##C## zum Begriff der Invalidität, ##C## zur Erwerbsunfähigkeit, ##C## zum Anspruch auf eine Invalidenrente sowie zur Aufgabe von Ärztinnen und Ärzten bei der Invaliditätsbemessung.  	I 406/06 19.04.2007
Art. 69 Abs. 2 IVV	 Sind diese Voraussetzungen erfüllt, so beschafft die IV-Stelle die erforderlichen Unterlagen, insbesondere über den Gesundheitszustand, die Tätigkeit, die Arbeits- und Eingliederungsfähigkeit des Versicherten sowie die Zweckmässigkeit bestimmter Eingliederungsmassnahmen. Zu diesem Zwecke können Berichte und Auskünfte verlangt, Gutachten eingeholt, Abklärungen an Ort und Stelle vorgenommen sowie Spezialisten der öffentlichen oder privaten Invalidenhilfe beigezogen werden. ...     	 Nach ##C## prüft der Versicherungsträger die Begehren, nimmt die notwendigen Untersuchungen von Amtes wegen vor und holt die relevanten Informationen ein. In Ergänzung und Präzisierung zu ##C## hält ##C## (in der seit 1. Januar 2003 in Kraft stehenden Fassung in Verbindung mit ##C## ) fest, dass die Invalidenversicherungsstelle, wenn die versicherungsmässigen Bedingungen gegeben sind, die nötigen Nachweise über den gesundheitlichen Zustand der invalidenversicherten Person sowie die Relevanz gewisser Massnahmen für Eingliederung besorgt und Untersuchungen vornehmen sowie Experten der Invalidenvorsorge beiziehen kann ( BGE 125 V 351  E. 3b/bb S. 353).   	I 406/06 19.04.2007
Art. 12 IVG	 Versicherte haben bis zum vollendeten 20. Altersjahr Anspruch auf medizinische Massnahmen, die nicht auf die Behandlung des Leidens an sich, sondern unmittelbar auf die Eingliederung ins Erwerbsleben oder in den Aufgabenbereich gerichtet und geeignet sind, die Erwerbsfähigkeit oder die Fähigkeit, sich im Aufgabenbereich zu betätigen, dauernd und wesentlich zu verbessern oder vor wesentlicher Beeinträchtigung zu bewahren.      Der Bundesrat ist befugt, die Massnahmen gemäss Absatz 1 von jenen, die auf die Behandlung des Leidens an sich gerichtet sind, abzugrenzen. Er kann zu diesem Zweck insbesondere die von der Versicherung zu gewährenden Massnahmen nach Art und Umfang näher umschreiben und Beginn und Dauer des Anspruchs regeln.     	 Das kantonale Gericht legt die Rechtsgrundlagen für den Anspruch auf Gesundheitsmassnahmen der Invalidenversicherung im Allgemeinen (##C##) und bei Geburtsgebrechen im Besonderen (##C##) zutreffend dar. Korrekt sind auch die Ausführungen zur Leistungspflicht der Krankenversicherung bei Unfällen Minderjähriger (##C## in Verbindung mit ##C##).   	I 1098/06 29.11.2007
Art. 26 BVG	 Für den Beginn des Anspruchs auf Invalidenleistungen gelten sinngemäss die entsprechenden Bestimmungen des Bundesgesetzes vom 19. Juni 1959      Die Vorsorgeeinrichtung kann in ihren reglementarischen Bestimmungen vorsehen, dass der Anspruch aufgeschoben wird, solange der Versicherte den vollen Lohn erhält.       Der Anspruch erlischt mit dem Tode des Anspruchsberechtigten oder, unter Vorbehalt von Artikel 26 a , mit dem Wegfall der Invalidität.      Befindet sich der Versicherte beim Entstehen des Leistungsanspruchs nicht in der leistungspflichtigen Vorsorgeeinrichtung, so ist jene Vorsorgeeinrichtung vorleistungspflichtig, der er zuletzt angehört hat. Steht die leistungspflichtige Vorsorgeeinrichtung fest, so kann die vorleistungspflichtige Vorsorgeeinrichtung auf diese Rückgriff nehmen.     	 Nach ##C## (in der hier anwendbaren, bis Ende 2004 gültig gewesenen Fassung) hat Anspruch auf Invaliditätsleistungen, wer im Sinne der Invalidenversicherung zu mindestens 50 Prozent invalid ist und bei Eintritt der Arbeitsunfähigkeit, deren Ursache zur Arbeitsunfähigkeit geführt hat, versichert war. Versichertes Ereignis ist der Eintritt der relevanten Arbeitsunfähigkeit, unabhängig davon, in welchem Zeitpunkt und in welchem Mass daraus ein Anspruch auf Invaliditätsleistungen entsteht. Die Versicherteneigenschaft muss nur bei Eintritt der Arbeitsunfähigkeit gegeben sein, nicht notwendigerweise auch im Zeitpunkt des Eintritts oder der Verschlimmerung der Arbeitsunfähigkeit.   	B 117/06 05.10.2007
Art. 22a Abs. 3 AVIG	 Ebenso zieht die Kasse zur Sicherung des Vorsorgeschutzes bei Tod und Invalidität des Versicherten den Beitragsanteil der beruflichen Vorsorge von der Entschädigung ab und entrichtet ihn zusammen mit dem von ihr zu übernehmenden Arbeitgeberanteil der Auffangeinrichtung der beruflichen Vorsorge. Der Bundesrat bestimmt die Beitragshöhe unter Berücksichtigung versicherungstechnischer Grundsätze sowie das Verfahren.           	 Streitig und zu prüfen ist, ob die Arbeitsunfähigkeit während der Dauer des Vorsorgeverhältnisses entweder mit der Pensionskasse Y.________ oder mit der Sammelstiftung X.________ eingetreten ist. Der massgebende Zeitraum für das Versicherungsverhältnis mit der letztgenannten Vorsorgeeinrichtung erstreckt sich bis Ende Januar 2000; aufgrund des unmittelbar anschliessenden neuen Vorsorgeverhältnisses mit der Pensionskasse Z.________ ergibt sich keine Nachdeckungsfrist (##C##). Ein Anspruch gegenüber der Pensionskasse Y.________ kommt nur in Betracht, wenn die massgebende Arbeitsunfähigkeit zwischen August 2001 und April 2002 eingetreten ist.   	B 117/06 05.10.2007
Art. 42 Abs. 2 BGG	 In der Begründung ist in gedrängter Form darzulegen, inwiefern der angefochtene Akt Recht verletzt. Ist eine Beschwerde nur unter der Voraussetzung zulässig, dass sich eine Rechtsfrage von grundsätzlicher Bedeutung stellt oder aus anderen Gründen ein besonders bedeutender Fall vorliegt, so ist auszuführen, warum die jeweilige Voraussetzung erfüllt ist.      	 Gemäss ##C## ist in der Beschwerdebegründung unter Bezugnahme auf den angefochtenen Entscheid in gedrängter Form nachzuweisen, inwieweit dieser gegen das Recht verstossen soll.  	6B_252/2021 09.03.2021
Art. 385 StPO	 Verlangt dieses Gesetz, dass das Rechtsmittel begründet wird, so hat die Person oder die Behörde, die das Rechtsmittel ergreift, genau anzugeben: a. welche Punkte des Entscheides sie anficht; b. welche Gründe einen anderen Entscheid nahe legen; c. welche Beweismittel sie anruft.       Erfüllt die Eingabe diese Anforderungen nicht, so weist die Rechtsmittelinstanz sie zur Verbesserung innerhalb einer kurzen Nachfrist zurück. Genügt die Eingabe auch nach Ablauf der Nachfrist den Anforderungen nicht, so tritt die Rechtsmittelinstanz auf das Rechtsmittel nicht ein.             	 Die Beschwerde scheitert an den gesetzlichen Begründungsanforderungen. Vorliegend kann es nur um die Frage gehen, ob die kantonale Beschwerde den gesetzlichen Begründungsanforderungen genügte und die Vorinstanz darauf mangels Einreichung einer verbesserten Beschwerde innert der relevanten Frist zu Recht nicht eingetreten ist. Damit setzt sich der Beschwerdeführer nicht auseinander. Er beantragt die Verurteilung des von ihm Beschuldigten, welchem eine schwere Körperverletzung und somit ein Offizialdelikt vorzuwerfen sei, die Einvernahme einer Zeugenperson und weitere Untersuchungen in der Sache. Die materielle Seite der Angelegenheit bildet indes nicht Verfahrensgegenstand, weshalb sich das Bundesgericht dazu auch nicht äussern kann.   	6B_252/2021 09.03.2021
Art. 66 Abs. 1 BGG	 Die Gerichtskosten werden in der Regel der unterliegenden Partei auferlegt. Wenn die Umstände es rechtfertigen, kann das Bundesgericht die Kosten anders verteilen oder darauf verzichten, Kosten zu erheben.      	 Auf die Beschwerde ist mangels einer tauglichen Begründung im Verfahren nach ##C## nicht einzutreten. Die Aufwandsentschädigungen sind dem unterlegenen Beschwerdeführer aufzuerlegen (##C##). Der finanziellen Lage des Beschwerdeführers ist bei der Bemessung Rechnung zu tragen (##C##).  	6B_252/2021 09.03.2021
Art. 65 Abs. 2 BGG	 Die Gerichtsgebühr richtet sich nach Streitwert, Umfang und Schwierigkeit der Sache, Art der Prozessführung und finanzieller Lage der Parteien.      	 Auf die Beschwerde ist mangels einer tauglichen Begründung im Verfahren nach ##C## nicht einzutreten. Die Gerichtskosten sind dem Beschwerdeführer aufzuerlegen (##C##). Der finanziellen Situation des Beschwerdeführers ist bei der Bemessung der Gerichtskosten Rechnung zu tragen (##C##).  	6B_252/2021 09.03.2021
Art. 333 OR	 Überträgt der Arbeitgeber den Betrieb oder einen Betriebsteil auf einen Dritten, so geht das Arbeitsverhältnis mit allen Rechten und Pflichten mit dem Tage der Betriebsnachfolge auf den Erwerber über, sofern der Arbeitnehmer den Übergang nicht ablehnt.           	 Auf diesen Zeitpunkt sei die Firma und auch die Angestellten nach ##C## auf die neue Inhaberin übergegangen. Beim Anschlusswechsel seien in gleicher Weise wie in dem in  BGE 127 V 377  beurteilten Fall die Invalidenrentner zur Vorsorgeeinrichtung der Gastrosuisse übergegangen. Diese habe denn auch die bis heute einzige Rentnerin der Einzelfirma Restaurant T.________ und damit die Schadenreserve für die Ausrichtung der Invalidenleistungen aus dem aufgelösten Kollektivversicherungs-Vertrag übernommen.  	B 109/06 16.05.2007
Art. 68 BVG	 Versicherungseinrichtungen, welche die Risikodeckung einer nach diesem Gesetz registrierten Vorsorgeeinrichtung übernehmen wollen, haben in ihre Angebote Tarife einzubeziehen, die lediglich die gesetzlich vorgeschriebenen Risiken für Todesfall und Invalidität abdecken. Der Bundesrat regelt die Einzelheiten.       ...      Die Versicherungseinrichtungen haben den Vorsorgeeinrichtungen die nötigen Angaben zu liefern, damit diese die in Artikel 65 a geforderte Transparenz gewährleisten können.      Zu diesen Angaben gehören insbesondere auch: a. eine jährliche, nachvollziehbare Abrechnung über die Überschussbeteiligung; aus der Abrechnung muss insbesondere ersichtlich sein, auf welchen Grundlagen die Überschussbeteiligung berechnet und nach welchen Grundsätzen sie verteilt wurde; b. eine Aufstellung über die Verwaltungskosten; der Bundesrat erlässt Bestimmungen über die Art und Weise, wie die Verwaltungskosten ausgewiesen werden müssen.     	 Im Urteil B 84/00 vom 3. Oktober 2001 ( BGE 127 V 377 ) hatte die abgebende Vorsorgeorganisation die Risikoabsicherung im Rahmen eines Kollektivversicherungsvertrages einer Versicherungseinrichtung übergeben (vgl. ##C##). Die Beendigung des Anschlussverhältnisses hatte die Auflösung dieses Vertrages zur Folge. Das damalige Eidgenössische Versicherungsgericht bejahte unter den gegebenen Umständen den Wechsel der eine Rente beziehenden Personen zur neuen Organisation für die Vorsorge.    	B 109/06 16.05.2007
Art. 10 Abs. 3 BVG	 Für die Risiken Tod und Invalidität bleibt der Arbeitnehmer während eines Monats nach Auflösung des Vorsorgeverhältnisses bei der bisherigen Vorsorgeeinrichtung versichert.     	 4.1 In materieller Hinsicht steht fest, dass die Arbeitsunfähigkeit, deren Ursache zur Berufsunfähigkeit geführt hat (##C##, in der bis 31. Dezember 2004 geltenden Fassung) frühestens am 20. April und spätestens am 18. Mai 1998 eingetreten war. Beide Zeitpunkte lagen zwischen dem Ende der Wintersaison (19. April 1998) und dem Beginn der Sommersaison (1. Juni 1998). In dieser Zeit arbeitete die Beschwerdegegnerin nicht und sie bezog auch keinen (Ferien-)Lohn. Ihre berufsvorsorgerechtliche Versicherungspolice, inklusive der Todesabdeckung und Invaliditätsrisiken, war sistiert und Prämien waren keine zu entrichten. Nach Auffassung des kantonalen Gerichts bestand auch in dieser Zeit Versicherungsschutz, da das Arbeitsverhältnis am 19. April 1998 nicht geendet habe und der Erwerbsunterbruch nur von kurzer Dauer gewesen sei. Unter diesen Umständen anders zu entscheiden wäre, so die Vorinstanz, mit Blick auf die schwerwiegenden Konsequenzen einer länger dauernden Arbeits- oder Erwerbsunfähigkeit unverhältnismässig.   	B 109/06 16.05.2007
Art. 28 Abs. 1 IVG	 Anspruch auf eine Rente haben Versicherte, die: a. ihre Erwerbsfähigkeit oder die Fähigkeit, sich im Aufgabenbereich zu betätigen, nicht durch zumutbare Eingliederungsmassnahmen wieder herstellen, erhalten oder verbessern können; b. während eines Jahres ohne wesentlichen Unterbruch durchschnittlich mindestens 40 Prozent arbeitsunfähig (Art. 6 ATSG     	 Die Verwaltung hat zur Invaliditätsbemessung gestützt auf ##C## einen Einkommensvergleich vorgenommen. Sie ist dabei von einem mutmasslichen Erwerbseinkommen im Gesundheitsfall (Valideneinkommen) von Fr. 55'100.- ausgegangen. Das trotz gesundheitlicher Beeinträchtigung zumutbarerweise noch erzielbare Erwerbseinkommen (Invalideneinkommen) hat sie, ausgehend von einer ärztlich bestätigten 70%igen Restarbeitsfähigkeit in körperlich leichten bis mittelschweren Tätigkeiten, anhand von Durchschnittslöhnen gemäss der vom Bundesamt für Statistik herausgegebenen Schweizerischen Lohnstrukturerhebung (LSE) auf Fr. 38'570.- festgesetzt. Der Vergleich der Einkommen führt zu einer invaliditätsbedingten Erwerbseinbusse von 30 %, womit der für eine Invalidenrente minimal erforderliche Invaliditätsgrad von vierzig % (##C##) nicht erreicht wäre.  	I 69/07 02.11.2007
Art. 34a Abs. 1 BVG	 Die Vorsorgeeinrichtung kann die Hinterlassenen- und Invalidenleistungen kürzen, soweit diese zusammen mit anderen Leistungen gleicher Art und Zweckbestimmung sowie weiteren anrechenbaren Einkünften 90 Prozent des mutmasslich entgangenen Verdienstes übersteigen.     	 Als anrechenbare Einkünfte bei Vorsorgekürzungen gelten Dienstleistungen ähnlicher Natur, die der anspruchsberechtigten Person aufgrund des schädigenden Ereignisses ausgerichtet werden, wie Renten oder Kapitalleistungen mit ihrem Rentenumwandlungswert in- und ausländischer Sozialversicherungen und Vorsorgeeinrichtungen (Satz 1 von Abs. 2).  	B 83/06 26.01.2007
Art. 5 Abs. 2 AHVG	 Als massgebender Lohn gilt jedes Entgelt für in unselbständiger Stellung auf bestimmte oder unbestimmte Zeit geleistete Arbeit. Der massgebende Lohn umfasst auch Teuerungs- und andere Lohnzulagen, Provisionen, Gratifikationen, Naturalleistungen, Ferien- und Feiertagsentschädigungen und ähnliche Bezüge, ferner Trink­­gelder, soweit diese einen wesentlichen Bestandteil des Arbeitsentgeltes darstellen.      	 7.2 Demgegenüber erkannte das kantonale Gericht im Ergebnis zutreffend, dass die behaupteten Trinkgelder weder nachgewiesen worden seien noch ersichtlich sei, wie ein solcher Nachweis unter den gegebenen Umständen erbracht werden könnte. Zwar sind nach ##C## in Verbindung mit ##C## auch Trinkgelder, falls sie einen beträchtlichen Teil des Verdienstes ausmachen, zu dem für die Bemessung der Sozialversicherungsbeiträge nach dem Einkommen zu zählen. Doch sind im schweizerischen Gastgewerbe die Trinkgelder abgeschafft worden (vgl. Rz 2024 der Wegleitung des BSV über den massgebenden Lohn in der AHV, IV und EO [WML]).   	B 83/06 26.01.2007
Art. 54 Abs. 1 BGG	 Das Verfahren wird in einer der Amtssprachen (Deutsch, Französisch, Italienisch, Rumantsch Grischun) geführt, in der Regel in der Sprache des angefochtenen Entscheids. Verwenden die Parteien eine andere Amtssprache, so kann das Verfahren in dieser Sprache geführt werden.      	 Die Beschwerdeschrift ist in Französischer Umgangssprache verfasst. Das Verfahren vor dem Bundesgericht wird in Schweizer Schriftssprache gehandhabt, typischerweise dem entsprechenden Entscheid folgend (##C##). Der angefochtene Entscheid war in schweizerdeutscher Mundart verfasst. Aus den Akten ergibt sich zudem, dass der Rechtsvertreter der Beschwerdeführer des Deutschen ausreichend mächtig ist. Somit besteht hier kein Anlass, von der gesetzlichen Regelung abzuweichen.  	1C_110/2021 22.03.2021
Art. 52 Abs. 2 VwVG	 Genügt die Beschwerde diesen Anforderungen nicht oder lassen die Begehren des Beschwerdeführers oder deren Begründung die nötige Klarheit vermissen und stellt sich die Beschwerde nicht als offensichtlich unzulässig heraus, so räumt die Beschwerdeinstanz dem Beschwerdeführer eine kurze Nachfrist zur Verbesserung ein.      	   3.5.  Das Beschwerdeverfahren vor dem Bundesstrafgericht ist in den Artikeln 80e-80l IRSG geregelt. Ergänzend zu jenen Bestimmungen ist das VwVG (SR 172.021) anwendbar (##C##; vgl.  BGE 145 IV 99  E. 3.1 S. 108; s.a. Art. 39 Abs. 2 lit. b i.V.m. ##C## [SR 173.71]). Zur Beschwerde gegen Schluss- und Zwischenverfügungen legitimiert ist, wer persönlich und direkt von einer Rechtshilfemassnahme betroffen ist und ein schutzwürdiges Interesse an ihrer Aufhebung oder Änderung hat (##C##). Auf jeder Stufe des Verfahrens kann die Partei sich, wenn sie nicht persönlich zu handeln hat, vertreten werden (##C##).   	1C_110/2021 22.03.2021
Art. 22 Abs. 2 VwVG	 Eine behördlich angesetzte Frist kann aus zureichenden Gründen erstreckt werden, wenn die Partei vor Ablauf der Frist darum nachsucht.       	   3.6.  Unbestrittenermassen haben die Beschwerdeführerinnen 2 und 3 den peremptorische Termin zur Einreichung der fraglichen Unterlagen ungenützt verstreichen lassen. Ein Gesuch um Fristerstreckung, welches nach ##C## möglich gewesen wäre, haben sie nicht gestellt. Folglich haben sie es sich selber zuzuschreiben, dass gemäss Art. 23 i.V.m. ##C## die gerichtlich angedrohten prozessualen Folgen eintraten (vgl. zit. Urteil 1B_407/2018 E. 2.2). Bei dem erst im Verfahren vor dem Bundesgericht eingereichten Handelsregisterauszug vom 19. Februar 2021 für die Beschwerdeführerin 2 handelt es sich um ein unzulässiges Novum (##C##; vgl. zit. Urteil 1C_180/2020 E. 1.2).	1C_110/2021 22.03.2021
