	idf_weights
2001	3.830583839517191
2002	3.4676783458278226
2003	3.011748443793749
2004	3.0937615954545845
2005	2.150487776277078
2006	2.616837523364275
2007	2.3587673049591387
2008	5.504560273088863
2009	5.553350437258295
201	7.162788349692395
2010	5.413588494883136
2011	5.553350437258295
2011ausser	7.85593553025234
2012	5.71586936675607
2013	5.841032509710076
2014	5.3710288804643405
2015	5.253245844807957
2015strittig	7.85593553025234
2016	4.811413092528918
2017	4.523731020077136
2017beweiskraft	7.85593553025234
2018	4.438208846638974
2019	4.083174592157702
2020	3.778398086346621
2021	4.2450176176081165
2021angesetzt	7.85593553025234
2021angesetzten	7.85593553025234
203	7.450470422144176
2030	7.162788349692395
2035	7.450470422144176
2039	7.85593553025234
204	6.939644798378185
2046	7.85593553025234
205	7.450470422144176
206	7.85593553025234
207	7.450470422144176
208	7.85593553025234
2082	7.85593553025234
209	7.450470422144176
2098	7.85593553025234
20jährigen	7.85593553025234
21	3.7450616660790295
210	7.450470422144176
2100	7.85593553025234
211	6.151187438013915
212	7.85593553025234
213	7.450470422144176
214	7.450470422144176
215	7.85593553025234
218	7.450470422144176
219	7.162788349692395
22	3.9241098975280146
220	7.162788349692395
221	7.85593553025234
222	7.85593553025234
224	7.85593553025234
225	6.46964116913245
226	7.85593553025234
227	6.939644798378185
228	7.162788349692395
229	6.939644798378185
22a	7.85593553025234
22monatige	7.85593553025234
23	3.778398086346621
230	6.939644798378185
231	7.450470422144176
232	7.85593553025234
233	6.939644798378185
234	7.162788349692395
235	7.162788349692395
236	6.603172561756972
237	6.757323241584231
238	6.939644798378185
239	7.450470422144176
23a	7.85593553025234
23b	7.85593553025234
23d	7.450470422144176
24	4.083174592157702
240	6.757323241584231
2400	7.85593553025234
241	7.85593553025234
242	7.162788349692395
243	6.939644798378185
244	6.939644798378185
245	6.939644798378185
246	7.85593553025234
247	7.450470422144176
248	7.162788349692395
2481	7.85593553025234
249	7.162788349692395
24a	7.85593553025234
24b	7.85593553025234
24f	7.85593553025234
25	3.9046918116709133
250	6.939644798378185
2500	7.85593553025234
251	6.757323241584231
252	7.85593553025234
253	7.450470422144176
253a	7.85593553025234
254	7.85593553025234
255	7.85593553025234
256	7.450470422144176
257	6.46964116913245
258	7.85593553025234
259	6.757323241584231
26	4.071745896334079
260	6.757323241584231
2600	7.85593553025234
261	7.162788349692395
262	6.757323241584231
263	6.939644798378185
264	7.85593553025234
265	7.85593553025234
266	7.85593553025234
267	7.85593553025234
268	7.85593553025234
269	7.162788349692395
27	3.964115232141714
270	6.939644798378185
271	7.162788349692395
271a	7.450470422144176
272	7.85593553025234
273	6.939644798378185
274	7.450470422144176
274a	7.85593553025234
275	7.85593553025234
276	7.162788349692395
277	6.939644798378185
278	7.162788349692395
279	6.939644798378185
28	4.083174592157702
280	7.85593553025234
281	6.603172561756972
282	7.162788349692395
283	6.939644798378185
2832	7.85593553025234
2835	7.85593553025234
285	6.603172561756972
286	6.757323241584231
287	7.162788349692395
288	7.450470422144176
289	6.46964116913245
2899	7.85593553025234
29	4.083174592157702
290	7.162788349692395
291	7.85593553025234
292	7.162788349692395
293	7.162788349692395
294	7.85593553025234
295	7.162788349692395
296	7.162788349692395
297	6.351858133476067
298	7.162788349692395
299	7.450470422144176
2a	6.757323241584231
2b	7.85593553025234
2c	7.85593553025234
2c_1	7.85593553025234
2c_488	7.85593553025234
2c_609	7.85593553025234
2c_756	7.85593553025234
2c_765	7.85593553025234
2c_768	7.85593553025234
2c_887	7.85593553025234
2d_30	7.85593553025234
2e	7.450470422144176
2gschg	7.85593553025234
30	3.240815013411081
300	5.841032509710076
3000	7.85593553025234
302	7.450470422144176
303	7.85593553025234
304	7.85593553025234
305	7.162788349692395
307	7.85593553025234
309	7.450470422144176
30a	7.85593553025234
30f	7.85593553025234
30tägigen	7.85593553025234
31	2.562630705527848
310	7.450470422144176
311	7.162788349692395
313	7.85593553025234
314	7.162788349692395
315	7.450470422144176
316	7.450470422144176
316a	7.85593553025234
318	7.450470422144176
319	7.85593553025234
32	5.9841333533507495
320	7.162788349692395
321	7.162788349692395
322	6.939644798378185
323	7.162788349692395
324	6.46964116913245
325	7.162788349692395
326	7.450470422144176
326bis	7.85593553025234
327	7.450470422144176
328	7.162788349692395
329	7.162788349692395
32a	7.450470422144176
33	5.6046437316458455
330	7.450470422144176
331	7.162788349692395
332	7.450470422144176
334	7.85593553025234
335	7.85593553025234
336	7.162788349692395
337	6.757323241584231
338	7.450470422144176
338b	7.85593553025234
34	5.910025381197027
340	7.450470422144176
341	7.162788349692395
342	7.162788349692395
3428	7.85593553025234
343	6.351858133476067
344	7.85593553025234
345	7.85593553025234
3466	7.85593553025234
347	6.939644798378185
348	6.46964116913245
349	7.85593553025234
35	5.71586936675607
350	7.450470422144176
351	7.85593553025234
352	7.162788349692395
353	6.939644798378185
354	6.939644798378185
355	7.162788349692395
356	7.85593553025234
357	7.162788349692395
358	7.450470422144176
359	6.46964116913245
36	5.6046437316458455
360	6.939644798378185
361	7.162788349692395
3611	7.85593553025234
362	7.162788349692395
363	7.85593553025234
364	7.450470422144176
365	7.85593553025234
366	6.757323241584231
367	7.450470422144176
368	7.450470422144176
369	7.450470422144176
36a	7.85593553025234
37	6.24649761781824
370	7.450470422144176
371	7.450470422144176
373	7.85593553025234
375	7.85593553025234
376	7.162788349692395
3764	7.85593553025234
377	7.450470422144176
3777	7.85593553025234
378	7.85593553025234
379	6.757323241584231
3792	7.85593553025234
38	6.24649761781824
380	7.85593553025234
3800	7.85593553025234
381	7.85593553025234
382	6.757323241584231
383	7.85593553025234
384	7.450470422144176
385	7.85593553025234
387	7.450470422144176
388	7.85593553025234
389	7.85593553025234
3893	7.85593553025234
39	5.9841333533507495
390	6.939644798378185
391	7.85593553025234
393	6.757323241584231
394	6.757323241584231
395	6.939644798378185
398	7.450470422144176
399	7.450470422144176
39a	7.85593553025234
3a	7.450470422144176
3b	7.450470422144176
3c	6.939644798378185
40	4.421948325767194
400	5.9841333533507495
4000	7.85593553025234
401	6.939644798378185
402	7.85593553025234
404	6.46964116913245
405	7.85593553025234
406	7.162788349692395
407	7.162788349692395
408	7.450470422144176
409	7.85593553025234
41	5.413588494883136
411	7.450470422144176
412	7.85593553025234
413	7.162788349692395
414	7.450470422144176
415	7.450470422144176
416	7.85593553025234
417	7.450470422144176
418	7.85593553025234
419	7.162788349692395
41a	7.450470422144176
41b	7.162788349692395
42	5.413588494883136
420	7.450470422144176
425	6.939644798378185
427	7.85593553025234
428	7.450470422144176
42bis	7.85593553025234
43	5.45804025745397
431	7.450470422144176
432	7.162788349692395
433	7.450470422144176
434	7.85593553025234
435	7.162788349692395
436	7.85593553025234
437	7.85593553025234
438	7.450470422144176
439	7.85593553025234
43a	7.85593553025234
44	6.603172561756972
441	7.85593553025234
442	7.85593553025234
443	7.162788349692395
444	7.450470422144176
4450	7.85593553025234
446	7.85593553025234
447	7.85593553025234
448	7.162788349692395
449	7.85593553025234
45	5.504560273088863
450	7.85593553025234
4500	7.450470422144176
451	7.85593553025234
452	7.450470422144176
453	7.85593553025234
454	7.450470422144176
455	7.85593553025234
456	7.85593553025234
457	6.939644798378185
459	7.450470422144176
45bis	7.85593553025234
46	6.757323241584231
461	7.85593553025234
463	7.85593553025234
466	6.46964116913245
469	7.450470422144176
4691	7.85593553025234
47	5.9841333533507495
470	7.85593553025234
471	7.85593553025234
472	7.162788349692395
473	7.85593553025234
475	7.450470422144176
476	7.450470422144176
4767	7.85593553025234
477	7.450470422144176
478	7.450470422144176
479	7.85593553025234
4797	7.85593553025234
48	5.776493988572505
480	7.450470422144176
481	7.162788349692395
482	7.85593553025234
4820	7.85593553025234
483	7.450470422144176
487	7.85593553025234
489	7.85593553025234
49	5.9841333533507495
490	7.450470422144176
492	7.450470422144176
493	7.85593553025234
494	7.85593553025234
495	7.450470422144176
496	7.85593553025234
4969	7.85593553025234
498	7.85593553025234
499	7.85593553025234
4a	7.162788349692395
4a_351	7.85593553025234
4a_432	7.85593553025234
4a_671	7.85593553025234
4b	6.939644798378185
50	3.9143537225826504
500	5.2168782006370815
5000	7.162788349692395
501	7.85593553025234
502	7.450470422144176
503	7.85593553025234
506	7.450470422144176
509	7.85593553025234
50b	7.85593553025234
50jährigen	7.85593553025234
51	6.46964116913245
510	7.85593553025234
511	7.450470422144176
512	7.162788349692395
513	7.85593553025234
514	7.162788349692395
515	7.162788349692395
516	7.85593553025234
517	7.450470422144176
519	7.85593553025234
52	6.351858133476067
520	6.939644798378185
521	7.85593553025234
5212	7.85593553025234
522	7.85593553025234
523	7.450470422144176
5255	7.85593553025234
526	7.85593553025234
528	7.85593553025234
529	7.85593553025234
53	7.450470422144176
530	7.85593553025234
531	7.450470422144176
533	7.450470422144176
5330	7.85593553025234
534	7.85593553025234
539	7.450470422144176
54	7.450470422144176
540	7.85593553025234
541	7.85593553025234
545	7.450470422144176
546	7.85593553025234
547	7.450470422144176
548	7.85593553025234
549	7.85593553025234
54931	7.85593553025234
55	5.658710952916121
550	7.85593553025234
551	7.450470422144176
552	7.450470422144176
553	7.85593553025234
554	7.85593553025234
55440	7.85593553025234
55442	7.85593553025234
555	7.450470422144176
556	7.85593553025234
557	7.85593553025234
559	7.450470422144176
56	5.9841333533507495
560	7.85593553025234
566	7.85593553025234
567	7.85593553025234
57	6.064176061024286
570	6.939644798378185
572	7.85593553025234
575	7.85593553025234
578	7.85593553025234
579	7.450470422144176
57a	7.85593553025234
58	6.351858133476067
58287	7.85593553025234
583	7.85593553025234
584	7.162788349692395
5851	7.85593553025234
586	7.450470422144176
5889	7.85593553025234
59	6.603172561756972
591	7.450470422144176
592	7.85593553025234
594	7.85593553025234
595	7.450470422144176
596	7.85593553025234
597	7.450470422144176
598	7.85593553025234
599	7.450470422144176
5a	6.939644798378185
5a_311	7.85593553025234
5a_89	7.85593553025234
5a_955	7.85593553025234
5abis	7.85593553025234
5b	7.85593553025234
5c	7.85593553025234
5e	7.85593553025234
60	4.657262412701659
600	6.351858133476067
6000	7.85593553025234
601	7.85593553025234
602	7.85593553025234
604	7.85593553025234
6067	7.85593553025234
61	5.71586936675607
610	7.85593553025234
611	7.85593553025234
617	7.85593553025234
62	6.064176061024286
625	7.85593553025234
627	7.85593553025234
62a	7.85593553025234
63	6.064176061024286
630	7.85593553025234
631	7.85593553025234
634	7.85593553025234
635	7.450470422144176
6350	7.85593553025234
639	7.85593553025234
64	5.6046437316458455
645	7.85593553025234
649	7.450470422144176
64a	7.85593553025234
65	5.330206885944085
650	7.450470422144176
653	7.450470422144176
654	7.85593553025234
6568	7.85593553025234
658	7.85593553025234
659	7.450470422144176
65a	7.85593553025234
66	5.330206885944085
661	7.85593553025234
664	7.85593553025234
6646	7.85593553025234
667	7.85593553025234
668	7.85593553025234
669	7.85593553025234
67	6.46964116913245
673	7.85593553025234
676	7.85593553025234
67709	7.85593553025234
68	7.162788349692395
680	7.85593553025234
684	7.85593553025234
69	6.939644798378185
694	7.85593553025234
698	7.85593553025234
6a	6.939644798378185
6b_1292	7.85593553025234
6b_1375	7.85593553025234
6b_1449	7.85593553025234
6b_267	7.85593553025234
6b_538	7.85593553025234
6b_90	7.85593553025234
6b_98	7.85593553025234
6b_983	7.85593553025234
6e	7.85593553025234
70	4.698935109102227
700	7.162788349692395
7000	7.85593553025234
70801	7.85593553025234
71	6.064176061024286
713	7.85593553025234
714	7.85593553025234
715a	7.85593553025234
71a	7.450470422144176
71d	7.450470422144176
72	6.24649761781824
720	6.939644798378185
727	7.85593553025234
72939	7.85593553025234
73	6.603172561756972
730	7.85593553025234
734	7.450470422144176
735	6.757323241584231
737	7.85593553025234
74	6.603172561756972
740	7.85593553025234
7409	7.85593553025234
743	7.85593553025234
747	7.85593553025234
7482	7.85593553025234
749	7.85593553025234
7496	7.85593553025234
75	5.147885329150131
750	7.450470422144176
7500	7.85593553025234
751	7.85593553025234
753	7.85593553025234
754	7.85593553025234
755	7.85593553025234
758	7.85593553025234
759	7.85593553025234
75b	7.85593553025234
76	6.757323241584231
760	7.85593553025234
761	7.85593553025234
766	7.450470422144176
767	7.450470422144176
77	6.351858133476067
770	7.85593553025234
7700	7.85593553025234
772	7.85593553025234
775	7.450470422144176
776	6.757323241584231
777	7.85593553025234
778	7.85593553025234
78	6.603172561756972
7800	7.85593553025234
782	7.85593553025234
785	7.85593553025234
786	7.85593553025234
787	7.85593553025234
79	6.603172561756972
792	7.85593553025234
793	7.85593553025234
794	7.85593553025234
796	7.85593553025234
798	7.85593553025234
7a	7.85593553025234
7b	7.85593553025234
7½	7.450470422144176
80	4.965563772356176
800	6.46964116913245
8050	7.85593553025234
8052	7.85593553025234
8053	6.46964116913245
806	7.85593553025234
8077	7.85593553025234
80e	7.85593553025234
80l	7.85593553025234
81	5.504560273088863
82	6.151187438013915
8288	7.162788349692395
83	6.46964116913245
831	7.85593553025234
835	7.85593553025234
837	7.85593553025234
84	6.351858133476067
840	7.450470422144176
8400	7.450470422144176
85	5.776493988572505
850	7.450470422144176
852	7.450470422144176
853	7.85593553025234
854	7.85593553025234
856	7.85593553025234
8599	7.85593553025234
86	6.757323241584231
866	7.85593553025234
867	7.85593553025234
868	7.85593553025234
87	6.603172561756972
88	7.162788349692395
880	7.85593553025234
883	7.85593553025234
887	7.85593553025234
88bis	7.85593553025234
89	7.162788349692395
893	7.85593553025234
8c_130	7.85593553025234
8c_575	7.85593553025234
8c_678	7.85593553025234
8c_706	7.85593553025234
90	5.08334680801256
900	6.46964116913245
902	7.85593553025234
905	7.85593553025234
90er	7.450470422144176
90tägige	7.85593553025234
91	6.46964116913245
910	7.85593553025234
917	7.85593553025234
92	7.162788349692395
920	7.450470422144176
9246	7.85593553025234
925	7.85593553025234
926	7.85593553025234
93	7.450470422144176
934	7.85593553025234
935	7.85593553025234
94	6.939644798378185
945	7.85593553025234
947	7.450470422144176
949	7.85593553025234
95	4.421948325767194
951	7.85593553025234
957	7.450470422144176
958	7.85593553025234
96	6.24649761781824
966	7.85593553025234
968	7.85593553025234
97	6.151187438013915
9720	7.85593553025234
973	7.85593553025234
974	7.85593553025234
98	6.46964116913245
980	7.85593553025234
99	6.151187438013915
991	7.85593553025234
992	7.85593553025234
993	7.85593553025234
995	7.85593553025234
999	7.85593553025234
9c_103	7.85593553025234
9c_121	7.85593553025234
9c_21	7.85593553025234
9c_233	7.85593553025234
9c_250	7.85593553025234
9c_308	7.85593553025234
9c_360	7.85593553025234
9c_494	7.85593553025234
9c_618	7.85593553025234
9c_63	7.85593553025234
9c_711	7.85593553025234
9c_82	7.85593553025234
_______	7.162788349692395
________	2.6940107886098588
_________	7.162788349692395
__________	7.85593553025234
________ag	7.85593553025234
________häusern	7.85593553025234
________s	6.939644798378185
________strasse	7.162788349692395
a12	7.85593553025234
a3	7.85593553025234
aa	6.46964116913245
aabs	7.162788349692395
aarau	7.85593553025234
aarburg	7.85593553025234
aargau	5.6046437316458455
aargauischen	7.85593553025234
aarhus	7.162788349692395
aart	5.413588494883136
ab	2.6685497244115854
aba	7.85593553025234
abbau	7.85593553025234
abbauprodukte	7.85593553025234
abbauzone	7.85593553025234
abberufung	7.85593553025234
abbildung	7.85593553025234
abbildungen	7.85593553025234
abblendlicht	7.85593553025234
abbrechen	7.85593553025234
abbremsen	7.85593553025234
abbringen	7.85593553025234
abbruch	6.351858133476067
abbruchbefehl	7.85593553025234
abbruchbewilligung	7.85593553025234
abbruchs	7.450470422144176
abbrüche	7.85593553025234
abdecken	7.85593553025234
abdeckt	7.450470422144176
abdeckung	7.450470422144176
abdichtung	7.85593553025234
abeitslosenentschädigung	7.85593553025234
abend	7.85593553025234
abenddämmerung	7.85593553025234
abends	7.162788349692395
aber	2.2724392214706413
aberkennungsprozess	7.85593553025234
abermals	7.450470422144176
abfall	7.162788349692395
abfallabgabe	7.85593553025234
abfallabgeber	7.85593553025234
abfallablagerung	7.85593553025234
abfallanlage	7.85593553025234
abfallanlagen	7.85593553025234
abfallart	7.85593553025234
abfallausfuhr	7.85593553025234
abfallbehandlung	7.85593553025234
abfallbereich	7.85593553025234
abfalldeponien	7.85593553025234
abfallentsorgung	7.85593553025234
abfallexport	7.450470422144176
abfallexporte	7.85593553025234
abfallexporten	7.85593553025234
abfallexporteure	7.85593553025234
abfallexports	7.85593553025234
abfallgesetz	7.85593553025234
abfallgewicht	7.85593553025234
abfallinhaber	7.85593553025234
abfalllieferungen	7.85593553025234
abfallmenge	7.85593553025234
abfallplanung	7.85593553025234
abfallpolitischen	7.85593553025234
abfallregion	7.85593553025234
abfallrückführung	7.85593553025234
abfalls	7.85593553025234
abfallverbrennung	7.85593553025234
abfangen	7.85593553025234
abfasste	7.85593553025234
abfassung	7.85593553025234
abfertigungstaxen	7.85593553025234
abfindet	7.85593553025234
abfindung	7.162788349692395
abfindungen	7.85593553025234
abfindungsanspruch	7.85593553025234
abfindungsanspruchs	7.85593553025234
abfindungsansprüche	7.85593553025234
abfliessen	7.85593553025234
abflugrouten	7.450470422144176
abflugsregimes	7.85593553025234
abflugsystem	7.85593553025234
abflugverfahren	7.450470422144176
abflussmenge	7.450470422144176
abflüge	7.450470422144176
abflüsse	7.85593553025234
abfolge	7.450470422144176
abfälle	6.603172561756972
abfällen	7.450470422144176
abführt	7.85593553025234
abgab	7.85593553025234
abgabe	5.290986172790804
abgabebemessung	7.85593553025234
abgabebetrug	7.85593553025234
abgabedifferenzierung	7.85593553025234
abgabeerhebung	7.85593553025234
abgabeertrag	7.85593553025234
abgabegerecht	7.85593553025234
abgabehöhe	7.85593553025234
abgabemassstab	7.85593553025234
abgaben	6.064176061024286
abgabenrecht	7.85593553025234
abgabepflicht	7.450470422144176
abgabepflichtige	6.939644798378185
abgabepflichtigen	6.603172561756972
abgaberecht	7.162788349692395
abgaberechtlich	7.85593553025234
abgaberechtliche	7.85593553025234
abgaberechtlichen	7.450470422144176
abgaberechts	7.85593553025234
abgabesatz	7.85593553025234
abgabesatzes	7.85593553025234
abgabestreitigkeiten	7.85593553025234
abgabesätze	7.85593553025234
abgabesätzen	7.85593553025234
abgabetarife	7.85593553025234
abgabetarifs	7.85593553025234
abgabeverbot	7.85593553025234
abgabeverbots	7.85593553025234
abgabeverwendungszweck	7.85593553025234
abgangsentschädigung	7.162788349692395
abgangsentschädigungen	7.450470422144176
abgasvorschriften	7.85593553025234
abgebaut	7.85593553025234
abgeben	7.85593553025234
abgebende	7.85593553025234
abgebildet	7.450470422144176
abgebrochen	6.939644798378185
abgebrochenen	7.450470422144176
abgedeckt	7.162788349692395
abgedruckten	7.85593553025234
abgeerntete	7.85593553025234
abgefasst	6.24649761781824
abgefasste	7.85593553025234
abgegeben	5.910025381197027
abgegebene	7.85593553025234
abgegebenen	6.939644798378185
abgegolten	6.46964116913245
abgegoltene	7.450470422144176
abgegoltenen	7.85593553025234
abgegrenzt	7.162788349692395
abgehalten	6.46964116913245
abgehauen	7.85593553025234
abgehe	7.85593553025234
abgeheilt	7.85593553025234
abgeholt	7.450470422144176
abgehört	7.450470422144176
abgehörten	7.85593553025234
abgeklungenes	7.85593553025234
abgeklärt	5.841032509710076
abgekürzten	7.85593553025234
abgekürztes	7.85593553025234
abgelagert	6.939644798378185
abgelagerten	7.85593553025234
abgelaufen	5.413588494883136
abgelaufene	7.85593553025234
abgelaufenen	6.939644798378185
abgelegenen	7.85593553025234
abgelegt	7.85593553025234
abgelehnt	4.938164798168062
abgelehnte	7.85593553025234
abgelehntem	7.85593553025234
abgelehnten	6.46964116913245
abgeleitet	5.1150955063271395
abgeleitete	6.46964116913245
abgeleiteten	6.24649761781824
abgeleiteter	7.85593553025234
abgeleitetes	7.450470422144176
abgelenkt	7.85593553025234
abgeltung	6.939644798378185
abgeltungen	7.450470422144176
abgeltungsgesuche	7.85593553025234
abgeltungsvoraussetzungen	7.85593553025234
abgelöst	6.603172561756972
abgelöste	7.85593553025234
abgemeldet	7.85593553025234
abgenommen	7.450470422144176
abgenommene	7.85593553025234
abgenommenen	7.162788349692395
abgenommener	6.939644798378185
abgerechnet	6.757323241584231
abgerechnete	7.450470422144176
abgerechneten	7.85593553025234
abgerufen	7.85593553025234
abgerundet	7.85593553025234
abgerückt	7.450470422144176
abgeschafft	7.450470422144176
abgeschieden	7.85593553025234
abgeschirmt	7.85593553025234
abgeschlossen	4.5417495255798155
abgeschlossene	6.603172561756972
abgeschlossenem	7.450470422144176
abgeschlossenen	5.9841333533507495
abgeschlossener	7.85593553025234
abgeschrieben	6.757323241584231
abgeschriebenen	7.85593553025234
abgeschätzt	7.85593553025234
abgeschöpft	7.85593553025234
abgesehen	3.8041505824490356
abgesenkt	7.85593553025234
abgesetzt	7.85593553025234
abgesperrten	7.85593553025234
abgesprochen	6.151187438013915
abgesprochenen	7.85593553025234
abgestellt	4.390199627452613
abgestempelt	7.85593553025234
abgestimmt	7.450470422144176
abgestimmte	7.85593553025234
abgestuft	6.24649761781824
abgestufte	6.603172561756972
abgestuften	5.504560273088863
abgestützt	6.603172561756972
abgestützte	6.939644798378185
abgestützten	7.85593553025234
abgetrennter	7.450470422144176
abgetreten	6.939644798378185
abgetretene	7.85593553025234
abgetretenen	7.85593553025234
abgeurteilt	6.939644798378185
abgeurteilte	7.450470422144176
abgewandten	7.450470422144176
abgewartet	7.450470422144176
abgewichen	5.910025381197027
abgewickelt	6.939644798378185
abgewickelten	7.85593553025234
abgewiesen	4.637059705384139
abgewiesene	7.85593553025234
abgewinnen	7.85593553025234
abgewählt	7.85593553025234
abgezogen	6.24649761781824
abgezogene	7.85593553025234
abgezogenen	7.85593553025234
abgeändert	6.351858133476067
abgeändertes	7.85593553025234
abgibt	7.450470422144176
abgleich	7.85593553025234
abgleichung	7.85593553025234
abgrenzbare	7.85593553025234
abgrenzen	7.85593553025234
abgrenzung	4.9114965510859
abgrenzungskriterium	7.162788349692395
abgrenzungsproblemen	7.450470422144176
abgrenzungsregeln	7.85593553025234
abgrenzungsschwierigkeiten	7.85593553025234
abhalten	7.162788349692395
abhang	7.85593553025234
abhangs	7.85593553025234
abheben	7.162788349692395
abhebt	7.450470422144176
abheilt	7.85593553025234
abhilfe	7.450470422144176
abhing	7.85593553025234
abhält	7.450470422144176
abhängen	7.162788349692395
abhängig	5.022722186196124
abhängige	6.939644798378185
abhängigkeit	6.151187438013915
abhängigkeiten	7.450470422144176
abhängigkeitsbedingter	7.85593553025234
abhängigkeitspotenzial	7.85593553025234
abhängigkeitsverhältnis	6.939644798378185
