text,label
"[CLS]  Im angefochtenen Entscheid werden die gesetzlichen Bestimmungen und die Grundsätze über den Begriff der Invalidität, den Umfang des Rentenanspruchs, die Bemessung des Invaliditätsgrades bei erwerbstätigen Versicherten nach der allgemeinen Methode des Einkommensvergleichs zutreffend dargelegt. Richtig wiedergegeben ist auch die Rechtsprechung zum nur ausnahmsweise invalidisierenden Charakter somatoformer Schmerzstörungen. Gleiches gilt für die Revision von Invalidenrenten bei wesentlicher Änderung der tatsächlichen Verhältnisse, namentlich was die dabei zu vergleichenden Sachverhalte anbelangt  [SEP]   Das kantonale Gericht hat die Bestimmungen und Grundsätze über den Begriff der Invalidität, insbesondere auch bei geistigen Gesundheitsschäden, die Voraussetzungen und den Umfang des Rentenanspruchs, die Bemessung des Invaliditätsgrades bei erwerbstätigen Versicherten nach der Einkommensvergleichsmethode, den Rentenbeginn sowie den Anspruch auf berufliche Massnahmen im Allgemeinen und Arbeitsvermittlung im Besonderen zutreffend dargelegt. Darauf wird verwiesen. Richtig sind auch die vorinstanzlichen Erwägungen zur Würdigung und zum Beweiswert medizinischer Berichte und Gutachten. ",1
"[CLS]  Im angefochtenen Entscheid werden die gesetzlichen Bestimmungen und die Grundsätze über den Begriff der Invalidität, den Umfang des Rentenanspruchs, die Bemessung des Invaliditätsgrades bei erwerbstätigen Versicherten nach der allgemeinen Methode des Einkommensvergleichs zutreffend dargelegt. Richtig wiedergegeben ist auch die Rechtsprechung zum nur ausnahmsweise invalidisierenden Charakter somatoformer Schmerzstörungen. Gleiches gilt für die Revision von Invalidenrenten bei wesentlicher Änderung der tatsächlichen Verhältnisse, namentlich was die dabei zu vergleichenden Sachverhalte anbelangt  [SEP]   Die auf einen den Anforderungen genügenden Abklärungsbericht an Ort und Stelle gestützten Feststellungen einer gerichtlichen Vorinstanz über das Vorliegen oder Nicht-Vorliegen bestimmter Einschränkungen in bestimmten Lebensverrichtungen sind - analog zu den medizinischen Angaben über gesundheitliche Beeinträchtigungen bzw. über das noch vorhandene funktionelle Leistungsvermögen oder über das Vorliegen von Einschränkungen im Haushalt - Sachverhaltsfeststellungen. Ebenfalls stellt die richtige Beweiswürdigung eine Tatfrage dar und unterliegt lediglich einer eingeschränkten Überprüfung. Rechtsfr",0
"[CLS]  Im angefochtenen Entscheid werden die gesetzlichen Bestimmungen und die Grundsätze über den Begriff der Invalidität, den Umfang des Rentenanspruchs, die Bemessung des Invaliditätsgrades bei erwerbstätigen Versicherten nach der allgemeinen Methode des Einkommensvergleichs zutreffend dargelegt. Richtig wiedergegeben ist auch die Rechtsprechung zum nur ausnahmsweise invalidisierenden Charakter somatoformer Schmerzstörungen. Gleiches gilt für die Revision von Invalidenrenten bei wesentlicher Änderung der tatsächlichen Verhältnisse, namentlich was die dabei zu vergleichenden Sachverhalte anbelangt  [SEP]   Das kantonale Gericht hat die für die Beurteilung des umstrittenen Rentenanspruchs massgebenden Rechtsgrundlagen zutreffend dar-gelegt: Es betrifft dies die Bestimmungen und Grundsätze über den Begriff der Invalidität, die Voraussetzungen und den Umfang des Rentenanspruchs, die Invaliditätsbemessung bei erwerbs-tätigen Versicherten nach der allgemeinen Methode des Einkommensvergleichs sowie bei teilerwerbstätigen Versicherten nach der gemischten Methode unter gewichteter Berücksichtigung beider Teilbereiche, ferner die Prüfung eines erneuten Leistungsgesuchs nach vorgängiger rechtskräftiger L",1
"[CLS]  Im angefochtenen Entscheid werden die gesetzlichen Bestimmungen und die Grundsätze über den Begriff der Invalidität, den Umfang des Rentenanspruchs, die Bemessung des Invaliditätsgrades bei erwerbstätigen Versicherten nach der allgemeinen Methode des Einkommensvergleichs zutreffend dargelegt. Richtig wiedergegeben ist auch die Rechtsprechung zum nur ausnahmsweise invalidisierenden Charakter somatoformer Schmerzstörungen. Gleiches gilt für die Revision von Invalidenrenten bei wesentlicher Änderung der tatsächlichen Verhältnisse, namentlich was die dabei zu vergleichenden Sachverhalte anbelangt  [SEP]   dass der angefochtene Entscheid vorher ergangen ist, weshalb sich das Verfahren noch nach OG richtet, ",0
"[CLS]  Im angefochtenen Entscheid werden die gesetzlichen Bestimmungen und die Grundsätze über den Begriff der Invalidität, den Umfang des Rentenanspruchs, die Bemessung des Invaliditätsgrades bei erwerbstätigen Versicherten nach der allgemeinen Methode des Einkommensvergleichs zutreffend dargelegt. Richtig wiedergegeben ist auch die Rechtsprechung zum nur ausnahmsweise invalidisierenden Charakter somatoformer Schmerzstörungen. Gleiches gilt für die Revision von Invalidenrenten bei wesentlicher Änderung der tatsächlichen Verhältnisse, namentlich was die dabei zu vergleichenden Sachverhalte anbelangt  [SEP]   Streitig und zu prüfen ist der Anspruch auf Invalidenrente. Im angefochtenen Gerichtsentscheid werden die Bestimmungen und Grundsätze über den Begriff der Invalidität und die Ermittlung des Invaliditätsgrades bei erwerbstätigen Versicherten sowie die Voraussetzungen für einen Rentenanspruch und dessen Umfang richtig angegeben. Darauf wird verwiesen. Dasselbe gilt hinsichtlich der Rechtsprechung zum Beweiswert ärztlicher Berichte. ",1
"[CLS]  Im angefochtenen Entscheid werden die gesetzlichen Bestimmungen und die Grundsätze über den Begriff der Invalidität, den Umfang des Rentenanspruchs, die Bemessung des Invaliditätsgrades bei erwerbstätigen Versicherten nach der allgemeinen Methode des Einkommensvergleichs zutreffend dargelegt. Richtig wiedergegeben ist auch die Rechtsprechung zum nur ausnahmsweise invalidisierenden Charakter somatoformer Schmerzstörungen. Gleiches gilt für die Revision von Invalidenrenten bei wesentlicher Änderung der tatsächlichen Verhältnisse, namentlich was die dabei zu vergleichenden Sachverhalte anbelangt  [SEP]   Auch bei der Entnahme eines WSA, bei der im Gegensatz zu einer Blutentnahme die Haut nicht verletzt wird, handelt es sich lediglich um einen leichten Eingriff in das Recht auf körperliche Integrität. ",0
"[CLS]  Im angefochtenen Entscheid werden die gesetzlichen Bestimmungen und die Grundsätze über den Begriff der Invalidität, den Umfang des Rentenanspruchs, die Bemessung des Invaliditätsgrades bei erwerbstätigen Versicherten nach der allgemeinen Methode des Einkommensvergleichs zutreffend dargelegt. Richtig wiedergegeben ist auch die Rechtsprechung zum nur ausnahmsweise invalidisierenden Charakter somatoformer Schmerzstörungen. Gleiches gilt für die Revision von Invalidenrenten bei wesentlicher Änderung der tatsächlichen Verhältnisse, namentlich was die dabei zu vergleichenden Sachverhalte anbelangt  [SEP]   2.1 Das kantonale Gericht hat die Begriffe der Invalidität sowie die Bestimmungen über die Bemessung der Invalidität nach der Einkommensvergleichsmethode zutreffend wiedergegeben. Gleiches gilt für die Rechtsprechung zur Bedeutung ärztlicher Berichte und Gutachten für die Invaliditätsbemessung sowie für die Grundsätze über die Beweiswürdigung. ",1
"[CLS]  Im angefochtenen Entscheid werden die gesetzlichen Bestimmungen und die Grundsätze über den Begriff der Invalidität, den Umfang des Rentenanspruchs, die Bemessung des Invaliditätsgrades bei erwerbstätigen Versicherten nach der allgemeinen Methode des Einkommensvergleichs zutreffend dargelegt. Richtig wiedergegeben ist auch die Rechtsprechung zum nur ausnahmsweise invalidisierenden Charakter somatoformer Schmerzstörungen. Gleiches gilt für die Revision von Invalidenrenten bei wesentlicher Änderung der tatsächlichen Verhältnisse, namentlich was die dabei zu vergleichenden Sachverhalte anbelangt  [SEP]     1.1. Angefochten ist ein kantonal letztinstanzlicher Entscheid in einer Strafsache. Es handelt sich dabei nicht um einen Endentscheid, sondern um einen Zwischenentscheid, gegen den die Beschwerde in Strafsachen - von hier nicht gegebenen Spezialfällen abgesehen - nur unter den einschränkenden Voraussetzungen gemäss ##C## zulässig ist: wenn er einen nicht wieder gutzumachenden Nachteil bewirken kann oder wenn die Gutheissung der Beschwerde sofort einen Endentscheid herbeiführen und damit einen bedeutenden Aufwand an Zeit oder Kosten für ein weitläufiges Beweisverfahren ersparen würde.",0
"[CLS]  Im angefochtenen Entscheid werden die gesetzlichen Bestimmungen und die Grundsätze über den Begriff der Invalidität, den Umfang des Rentenanspruchs, die Bemessung des Invaliditätsgrades bei erwerbstätigen Versicherten nach der allgemeinen Methode des Einkommensvergleichs zutreffend dargelegt. Richtig wiedergegeben ist auch die Rechtsprechung zum nur ausnahmsweise invalidisierenden Charakter somatoformer Schmerzstörungen. Gleiches gilt für die Revision von Invalidenrenten bei wesentlicher Änderung der tatsächlichen Verhältnisse, namentlich was die dabei zu vergleichenden Sachverhalte anbelangt  [SEP]   Die Vorinstanz hat die massgebenden gesetzlichen Bestimmungen und Grundsätze über den Begriff der Invalidität, die Voraussetzungen und den Umfang des Rentenanspruchs und die Ermittlung des Invaliditätsgrades bei Erwerbstätigen nach der allgemeinen Methode des Einkommensvergleichs zutreffend dargelegt. Richtig wiedergegeben ist auch die Rechtsprechung zur Aufgabe des Arztes oder der Ärztin im Rahmen der Invaliditätsbemessung, zum Beweiswert und zur Beweiswürdigung medizinischer Berichte und Gutachten, zur Bedeutung psychosozialer und soziokultureller Faktoren sowie zur - nur ausnahmsweise - in",1
"[CLS]  Im angefochtenen Entscheid werden die gesetzlichen Bestimmungen und die Grundsätze über den Begriff der Invalidität, den Umfang des Rentenanspruchs, die Bemessung des Invaliditätsgrades bei erwerbstätigen Versicherten nach der allgemeinen Methode des Einkommensvergleichs zutreffend dargelegt. Richtig wiedergegeben ist auch die Rechtsprechung zum nur ausnahmsweise invalidisierenden Charakter somatoformer Schmerzstörungen. Gleiches gilt für die Revision von Invalidenrenten bei wesentlicher Änderung der tatsächlichen Verhältnisse, namentlich was die dabei zu vergleichenden Sachverhalte anbelangt  [SEP]   5.3 Nach Rz. 8053 KSIH ist die lebenspraktische Begleitung regelmässig, wenn sie über eine Periode von drei Monaten gerechnet im Durchschnitt mindestens 2 Std. pro Woche benötigt wird. Diese Verwaltungsweisung ist sachlich gerechtfertigt sowie gesetzes- und verordnungskonform. Sie stellt auch keine Verletzung des Gebots der rechtsgleichen Behandlung, des Diskriminierungsverbots, des Willkürverbots oder des Bundesgesetzes über die Beseitigung von Benachteiligungen von Menschen mit Behinderungen dar. ",0
"[CLS]  Im angefochtenen Entscheid werden die gesetzlichen Bestimmungen und die Grundsätze über den Begriff der Invalidität, den Umfang des Rentenanspruchs, die Bemessung des Invaliditätsgrades bei erwerbstätigen Versicherten nach der allgemeinen Methode des Einkommensvergleichs zutreffend dargelegt. Richtig wiedergegeben ist auch die Rechtsprechung zum nur ausnahmsweise invalidisierenden Charakter somatoformer Schmerzstörungen. Gleiches gilt für die Revision von Invalidenrenten bei wesentlicher Änderung der tatsächlichen Verhältnisse, namentlich was die dabei zu vergleichenden Sachverhalte anbelangt  [SEP]   2.2 Im angefochtenen Entscheid zutreffend wiedergegeben sind die gesetzlichen Bestimmungen und Grundsätze über den Begriff der Invalidität und der Erwerbsunfähigkeit, den Umfang des Rentenanspruchs, die Invaliditätsbemessung bei Erwerbstätigen nach der Einkommensvergleichsmethode und den Rentenbeginn. Darauf wird verwiesen. Ebenfalls beizupflichten ist den vorinstanzlichen Erwägungen zur Invalidität bei seelischen Abwegigkeiten mit Krankheitswert, zur Aufgabe des Arztes oder der Ärztin bei der Invaliditätsbemessung und zum Beweiswert ärztlicher, namentlich auch hausärztlicher Berichte. ",1
"[CLS]  Im angefochtenen Entscheid werden die gesetzlichen Bestimmungen und die Grundsätze über den Begriff der Invalidität, den Umfang des Rentenanspruchs, die Bemessung des Invaliditätsgrades bei erwerbstätigen Versicherten nach der allgemeinen Methode des Einkommensvergleichs zutreffend dargelegt. Richtig wiedergegeben ist auch die Rechtsprechung zum nur ausnahmsweise invalidisierenden Charakter somatoformer Schmerzstörungen. Gleiches gilt für die Revision von Invalidenrenten bei wesentlicher Änderung der tatsächlichen Verhältnisse, namentlich was die dabei zu vergleichenden Sachverhalte anbelangt  [SEP]   Das Bundesgesetz über das Bundesgericht vom 17. Juni 2005 ist am 1. Januar 2007 in Kraft getreten. Da der angefochtene Entscheid vorher ergangen ist, richtet sich das Verfahren noch nach OG. ",0
"[CLS]  Im angefochtenen Entscheid werden die gesetzlichen Bestimmungen und die Grundsätze über den Begriff der Invalidität, den Umfang des Rentenanspruchs, die Bemessung des Invaliditätsgrades bei erwerbstätigen Versicherten nach der allgemeinen Methode des Einkommensvergleichs zutreffend dargelegt. Richtig wiedergegeben ist auch die Rechtsprechung zum nur ausnahmsweise invalidisierenden Charakter somatoformer Schmerzstörungen. Gleiches gilt für die Revision von Invalidenrenten bei wesentlicher Änderung der tatsächlichen Verhältnisse, namentlich was die dabei zu vergleichenden Sachverhalte anbelangt  [SEP]   3.3 Entgegen den Schlussfolgerungen des kantonalen Gerichts ist angesichts dieser Aktenlage keine abschliessende Beurteilung des psychischen Beschwerdebildes sowie der dadurch bewirkten Beeinträchtigung des erwerblichen Leistungsvermögens möglich. Feststellen lässt sich mit der Vorinstanz, dass bis zu einem gewissen Zeitpunkt eine - für sich allein nicht invalidisierende - Alkoholproblematik im Vordergrund stand und eigentliche psychiatrische Einschränkungen mit Krankheitswert erst später auftraten. Ab wann und mit welcher Auswirkung solche zu bejahen sind, hängt - wie das kantonale Gericht e",1
"[CLS]  Im angefochtenen Entscheid werden die gesetzlichen Bestimmungen und die Grundsätze über den Begriff der Invalidität, den Umfang des Rentenanspruchs, die Bemessung des Invaliditätsgrades bei erwerbstätigen Versicherten nach der allgemeinen Methode des Einkommensvergleichs zutreffend dargelegt. Richtig wiedergegeben ist auch die Rechtsprechung zum nur ausnahmsweise invalidisierenden Charakter somatoformer Schmerzstörungen. Gleiches gilt für die Revision von Invalidenrenten bei wesentlicher Änderung der tatsächlichen Verhältnisse, namentlich was die dabei zu vergleichenden Sachverhalte anbelangt  [SEP]   a) Die Vorinstanz hat angenommen, beim Übertritt von der Kollektiv- in die Einzelversicherung dürften dem Versicherten keine Einschränkungen des  Versicherungsschutzes  irgendwelcher Art auferlegt werden, verfolge ##C## doch das Ziel, dem Versicherten den bisherigen Besitzstand zu wahren. Diese Garantie wäre indessen nicht gegeben, wenn der  Versicherungsschutz  des Übertretenden durch Vorbehalte oder Bedingungen eingeschränkt würde. Zwar könnten bei der Aufnahme in die Kollektivversicherung Vorbehalte unter Benennung von Krankheit und Vorbehaltsdauer angebracht werden; beim Wechsel von der K",0
"[CLS]  Im angefochtenen Entscheid werden die gesetzlichen Bestimmungen und die Grundsätze über den Begriff der Invalidität, den Umfang des Rentenanspruchs, die Bemessung des Invaliditätsgrades bei erwerbstätigen Versicherten nach der allgemeinen Methode des Einkommensvergleichs zutreffend dargelegt. Richtig wiedergegeben ist auch die Rechtsprechung zum nur ausnahmsweise invalidisierenden Charakter somatoformer Schmerzstörungen. Gleiches gilt für die Revision von Invalidenrenten bei wesentlicher Änderung der tatsächlichen Verhältnisse, namentlich was die dabei zu vergleichenden Sachverhalte anbelangt  [SEP]   3.1 Das kantonale Gericht hat die massgebenden Rechtsgrundlagen zum intertemporalen Recht, über den Begriff der Invalidität, zu den Voraussetzungen und zum Umfang des Rentenanspruchs, zur Ermittlung des Invaliditätsgrades bei Erwerbstätigen nach der allgemeinen Methode des Einkommensvergleichs zutreffend dargelegt. Darauf wird verwiesen. Richtig wiedergegeben ist auch die Rechtsprechung zur Aufgabe des Arztes oder der Ärztin im Rahmen der Invaliditätsbemessung und zum Beweiswert und zur Beweiswürdigung medizinischer Berichte und Gutachten. ",1
"[CLS]  Im angefochtenen Entscheid werden die gesetzlichen Bestimmungen und die Grundsätze über den Begriff der Invalidität, den Umfang des Rentenanspruchs, die Bemessung des Invaliditätsgrades bei erwerbstätigen Versicherten nach der allgemeinen Methode des Einkommensvergleichs zutreffend dargelegt. Richtig wiedergegeben ist auch die Rechtsprechung zum nur ausnahmsweise invalidisierenden Charakter somatoformer Schmerzstörungen. Gleiches gilt für die Revision von Invalidenrenten bei wesentlicher Änderung der tatsächlichen Verhältnisse, namentlich was die dabei zu vergleichenden Sachverhalte anbelangt  [SEP]   Die in die sachliche und zeitliche Zuständigkeit der in ##C## erwähnten richterlichen Behörden fallende Streitigkeit hat Versicherungsleistungen zum Gegenstand. Die Überprüfungsbefugnis des Bundesgerichts ist daher nicht auf die Verletzung von Bundesrecht einschliesslich Überschreitung oder Missbrauch des Ermessens beschränkt, sondern sie erstreckt sich auch auf die Angemessenheit des angefochtenen Entscheides; das Gericht ist dabei nicht an die vorinstanzliche Feststellung des rechtserheblichen Sachverhalts gebunden und kann über die Begehren der Parteien zu deren Gunsten oder Ungunsten hina",0
"[CLS]  Im angefochtenen Entscheid werden die gesetzlichen Bestimmungen und die Grundsätze über den Begriff der Invalidität, den Umfang des Rentenanspruchs, die Bemessung des Invaliditätsgrades bei erwerbstätigen Versicherten nach der allgemeinen Methode des Einkommensvergleichs zutreffend dargelegt. Richtig wiedergegeben ist auch die Rechtsprechung zum nur ausnahmsweise invalidisierenden Charakter somatoformer Schmerzstörungen. Gleiches gilt für die Revision von Invalidenrenten bei wesentlicher Änderung der tatsächlichen Verhältnisse, namentlich was die dabei zu vergleichenden Sachverhalte anbelangt  [SEP]   Das kantonale Gericht hat die Bestimmungen und Grundsätze über den Begriff der Invalidität, über die Voraussetzungen und den Umfang des Rentenanspruchs sowie über die Ermittlung des Invaliditätsgrades bei erwerbstätigen Versicherten nach der Einkommensvergleichsmethode zutreffend dargelegt. Darauf kann verwiesen werden. Richtig sind auch die vorinstanzlichen Erwägungen zur Aufgabe des Arztes oder der Ärztin im Rahmen der Invaliditätsbemessung. ",1
